filename,actually_vulnerable,semgrep_found,type
BenchmarkTest00537.java,True,True,TP (True Positive)
BenchmarkTest00538.java,False,False,TN (True Negative)
BenchmarkTest00539.java,False,False,TN (True Negative)
BenchmarkTest00540.java,False,False,TN (True Negative)
BenchmarkTest00541.java,True,True,TP (True Positive)
BenchmarkTest00542.java,True,True,TP (True Positive)
BenchmarkTest00543.java,True,False,FN (False Negative)
BenchmarkTest00544.java,False,False,TN (True Negative)
BenchmarkTest00545.java,False,False,TN (True Negative)
BenchmarkTest00546.java,False,False,TN (True Negative)
BenchmarkTest00547.java,True,True,TP (True Positive)
BenchmarkTest00548.java,False,False,TN (True Negative)
BenchmarkTest00549.java,True,True,TP (True Positive)
BenchmarkTest00550.java,False,False,TN (True Negative)
BenchmarkTest00551.java,True,True,TP (True Positive)
BenchmarkTest00552.java,True,False,FN (False Negative)
BenchmarkTest00553.java,False,True,FP (False Positive)
BenchmarkTest00554.java,True,True,TP (True Positive)
BenchmarkTest00555.java,True,True,TP (True Positive)
BenchmarkTest00556.java,False,True,FP (False Positive)
BenchmarkTest00557.java,True,True,TP (True Positive)
BenchmarkTest00558.java,False,True,FP (False Positive)
BenchmarkTest00559.java,False,True,FP (False Positive)
BenchmarkTest00560.java,True,True,TP (True Positive)
BenchmarkTest00561.java,True,True,TP (True Positive)
BenchmarkTest00562.java,True,True,TP (True Positive)
BenchmarkTest00563.java,True,True,TP (True Positive)
BenchmarkTest00564.java,True,True,TP (True Positive)
BenchmarkTest00565.java,True,True,TP (True Positive)
BenchmarkTest00566.java,True,True,TP (True Positive)
BenchmarkTest00567.java,True,True,TP (True Positive)
BenchmarkTest00568.java,True,True,TP (True Positive)
BenchmarkTest00569.java,False,False,TN (True Negative)
BenchmarkTest00570.java,False,False,TN (True Negative)
BenchmarkTest00571.java,False,True,FP (False Positive)
BenchmarkTest00572.java,False,True,FP (False Positive)
BenchmarkTest00573.java,True,True,TP (True Positive)
BenchmarkTest00574.java,True,True,TP (True Positive)
BenchmarkTest00575.java,True,False,FN (False Negative)
BenchmarkTest00576.java,True,True,TP (True Positive)
BenchmarkTest00577.java,False,False,TN (True Negative)
BenchmarkTest00578.java,False,False,TN (True Negative)
BenchmarkTest00579.java,False,False,TN (True Negative)
BenchmarkTest00580.java,False,False,TN (True Negative)
BenchmarkTest00581.java,False,False,TN (True Negative)
BenchmarkTest00582.java,False,False,TN (True Negative)
BenchmarkTest00583.java,False,False,TN (True Negative)
BenchmarkTest00584.java,False,False,TN (True Negative)
BenchmarkTest00585.java,False,False,TN (True Negative)
BenchmarkTest00586.java,False,False,TN (True Negative)
BenchmarkTest00587.java,True,False,FN (False Negative)
BenchmarkTest00588.java,True,True,TP (True Positive)
BenchmarkTest00589.java,False,False,TN (True Negative)
BenchmarkTest00590.java,True,True,TP (True Positive)
BenchmarkTest00591.java,True,True,TP (True Positive)
BenchmarkTest00592.java,False,False,TN (True Negative)
BenchmarkTest00593.java,True,True,TP (True Positive)
BenchmarkTest00594.java,True,False,FN (False Negative)
BenchmarkTest00595.java,True,True,TP (True Positive)
BenchmarkTest00596.java,True,False,FN (False Negative)
BenchmarkTest00597.java,True,True,TP (True Positive)
BenchmarkTest00598.java,True,True,TP (True Positive)
BenchmarkTest00599.java,False,False,TN (True Negative)
BenchmarkTest00600.java,True,True,TP (True Positive)
BenchmarkTest00601.java,False,True,FP (False Positive)
BenchmarkTest00602.java,False,True,FP (False Positive)
BenchmarkTest00603.java,True,True,TP (True Positive)
BenchmarkTest00604.java,True,True,TP (True Positive)
BenchmarkTest00605.java,False,True,FP (False Positive)
BenchmarkTest00606.java,True,True,TP (True Positive)
BenchmarkTest00607.java,True,True,TP (True Positive)
BenchmarkTest00608.java,True,True,TP (True Positive)
BenchmarkTest00609.java,True,True,TP (True Positive)
BenchmarkTest00610.java,True,True,TP (True Positive)
BenchmarkTest00611.java,True,True,TP (True Positive)
BenchmarkTest00612.java,False,False,TN (True Negative)
BenchmarkTest00613.java,False,False,TN (True Negative)
BenchmarkTest00614.java,True,True,TP (True Positive)
BenchmarkTest00615.java,True,True,TP (True Positive)
BenchmarkTest00616.java,True,True,TP (True Positive)
BenchmarkTest00617.java,True,True,TP (True Positive)
BenchmarkTest00618.java,False,False,TN (True Negative)
BenchmarkTest00619.java,True,False,FN (False Negative)
BenchmarkTest00620.java,False,False,TN (True Negative)
BenchmarkTest00621.java,False,False,TN (True Negative)
BenchmarkTest00622.java,False,True,FP (False Positive)
BenchmarkTest00623.java,True,True,TP (True Positive)
BenchmarkTest00624.java,True,True,TP (True Positive)
BenchmarkTest00625.java,False,True,FP (False Positive)
BenchmarkTest00626.java,False,False,TN (True Negative)
BenchmarkTest00627.java,True,True,TP (True Positive)
BenchmarkTest00628.java,False,False,TN (True Negative)
BenchmarkTest00629.java,True,False,FN (False Negative)
BenchmarkTest00630.java,True,True,TP (True Positive)
BenchmarkTest00631.java,True,True,TP (True Positive)
BenchmarkTest00632.java,False,False,TN (True Negative)
BenchmarkTest00633.java,False,False,TN (True Negative)
BenchmarkTest00634.java,True,True,TP (True Positive)
BenchmarkTest00635.java,True,True,TP (True Positive)
BenchmarkTest00636.java,True,True,TP (True Positive)
BenchmarkTest00637.java,True,True,TP (True Positive)
BenchmarkTest00638.java,True,False,FN (False Negative)
BenchmarkTest00639.java,False,False,TN (True Negative)
BenchmarkTest00640.java,False,False,TN (True Negative)
BenchmarkTest00641.java,False,False,TN (True Negative)
BenchmarkTest00642.java,True,False,FN (False Negative)
BenchmarkTest00643.java,True,False,FN (False Negative)
BenchmarkTest00644.java,True,False,FN (False Negative)
BenchmarkTest00645.java,True,False,FN (False Negative)
BenchmarkTest00646.java,False,False,TN (True Negative)
BenchmarkTest00647.java,False,False,TN (True Negative)
BenchmarkTest00648.java,False,False,TN (True Negative)
BenchmarkTest00649.java,False,False,TN (True Negative)
BenchmarkTest00650.java,False,False,TN (True Negative)
BenchmarkTest00651.java,True,False,FN (False Negative)
BenchmarkTest00652.java,True,True,TP (True Positive)
BenchmarkTest00653.java,True,True,TP (True Positive)
BenchmarkTest00654.java,True,True,TP (True Positive)
BenchmarkTest00655.java,False,False,TN (True Negative)
BenchmarkTest00656.java,True,False,FN (False Negative)
BenchmarkTest00657.java,False,False,TN (True Negative)
BenchmarkTest00658.java,False,True,FP (False Positive)
BenchmarkTest00659.java,False,True,FP (False Positive)
BenchmarkTest00660.java,False,False,TN (True Negative)
BenchmarkTest00661.java,False,False,TN (True Negative)
BenchmarkTest00662.java,False,False,TN (True Negative)
BenchmarkTest00663.java,False,False,TN (True Negative)
BenchmarkTest00664.java,False,False,TN (True Negative)
BenchmarkTest00665.java,False,False,TN (True Negative)
BenchmarkTest00666.java,False,False,TN (True Negative)
BenchmarkTest00667.java,False,False,TN (True Negative)
BenchmarkTest00668.java,True,False,FN (False Negative)
BenchmarkTest00669.java,False,False,TN (True Negative)
BenchmarkTest00670.java,True,False,FN (False Negative)
BenchmarkTest00671.java,True,False,FN (False Negative)
BenchmarkTest00672.java,False,False,TN (True Negative)
BenchmarkTest00673.java,True,False,FN (False Negative)
BenchmarkTest00674.java,False,False,TN (True Negative)
BenchmarkTest00675.java,False,False,TN (True Negative)
BenchmarkTest00676.java,False,False,TN (True Negative)
BenchmarkTest00677.java,True,False,FN (False Negative)
BenchmarkTest00678.java,True,False,FN (False Negative)
BenchmarkTest00679.java,True,False,FN (False Negative)
BenchmarkTest00680.java,False,True,FP (False Positive)
BenchmarkTest00681.java,True,True,TP (True Positive)
BenchmarkTest00682.java,False,True,FP (False Positive)
BenchmarkTest00683.java,False,False,TN (True Negative)
BenchmarkTest00684.java,True,True,TP (True Positive)
BenchmarkTest00685.java,True,True,TP (True Positive)
BenchmarkTest00686.java,False,False,TN (True Negative)
BenchmarkTest00687.java,False,False,TN (True Negative)
BenchmarkTest00688.java,True,True,TP (True Positive)
BenchmarkTest00689.java,False,False,TN (True Negative)
BenchmarkTest00690.java,False,False,TN (True Negative)
BenchmarkTest00691.java,True,True,TP (True Positive)
BenchmarkTest00692.java,True,True,TP (True Positive)
BenchmarkTest00693.java,True,True,TP (True Positive)
BenchmarkTest00694.java,True,True,TP (True Positive)
BenchmarkTest00695.java,True,False,FN (False Negative)
BenchmarkTest00696.java,True,True,TP (True Positive)
BenchmarkTest00697.java,True,True,TP (True Positive)
BenchmarkTest00698.java,True,True,TP (True Positive)
BenchmarkTest00699.java,False,True,FP (False Positive)
BenchmarkTest00700.java,True,True,TP (True Positive)
BenchmarkTest00701.java,False,False,TN (True Negative)
BenchmarkTest00702.java,True,True,TP (True Positive)
BenchmarkTest00703.java,True,True,TP (True Positive)
BenchmarkTest00704.java,True,True,TP (True Positive)
BenchmarkTest00705.java,True,True,TP (True Positive)
BenchmarkTest00706.java,False,False,TN (True Negative)
BenchmarkTest00707.java,False,False,TN (True Negative)
BenchmarkTest00708.java,True,True,TP (True Positive)
BenchmarkTest00709.java,False,False,TN (True Negative)
BenchmarkTest00710.java,True,False,FN (False Negative)
BenchmarkTest00711.java,True,False,FN (False Negative)
BenchmarkTest00712.java,False,True,FP (False Positive)
BenchmarkTest00713.java,False,False,TN (True Negative)
BenchmarkTest00714.java,False,False,TN (True Negative)
BenchmarkTest00715.java,True,True,TP (True Positive)
BenchmarkTest00716.java,False,False,TN (True Negative)
BenchmarkTest00717.java,False,False,TN (True Negative)
BenchmarkTest00718.java,False,False,TN (True Negative)
BenchmarkTest00719.java,True,True,TP (True Positive)
BenchmarkTest00720.java,True,True,TP (True Positive)
BenchmarkTest00721.java,True,False,FN (False Negative)
BenchmarkTest00722.java,False,False,TN (True Negative)
BenchmarkTest00723.java,False,True,FP (False Positive)
BenchmarkTest00724.java,True,True,TP (True Positive)
BenchmarkTest00725.java,True,False,FN (False Negative)
BenchmarkTest00726.java,False,False,TN (True Negative)
BenchmarkTest00727.java,True,True,TP (True Positive)
BenchmarkTest00728.java,True,True,TP (True Positive)
BenchmarkTest00729.java,True,True,TP (True Positive)
BenchmarkTest00730.java,False,False,TN (True Negative)
BenchmarkTest00731.java,True,True,TP (True Positive)
BenchmarkTest00732.java,False,True,FP (False Positive)
BenchmarkTest00733.java,True,True,TP (True Positive)
BenchmarkTest00734.java,True,True,TP (True Positive)
BenchmarkTest00735.java,True,True,TP (True Positive)
BenchmarkTest00736.java,True,True,TP (True Positive)
BenchmarkTest00737.java,True,False,FN (False Negative)
BenchmarkTest00738.java,False,True,FP (False Positive)
BenchmarkTest00739.java,False,True,FP (False Positive)
BenchmarkTest00740.java,True,False,FN (False Negative)
BenchmarkTest00741.java,False,False,TN (True Negative)
BenchmarkTest00742.java,False,False,TN (True Negative)
BenchmarkTest00743.java,False,True,FP (False Positive)
BenchmarkTest00744.java,False,False,TN (True Negative)
BenchmarkTest00745.java,False,False,TN (True Negative)
BenchmarkTest00746.java,False,False,TN (True Negative)
BenchmarkTest00747.java,False,False,TN (True Negative)
BenchmarkTest00748.java,False,False,TN (True Negative)
BenchmarkTest00749.java,False,False,TN (True Negative)
BenchmarkTest00750.java,False,False,TN (True Negative)
BenchmarkTest00751.java,False,False,TN (True Negative)
BenchmarkTest00752.java,False,False,TN (True Negative)
BenchmarkTest00753.java,False,False,TN (True Negative)
BenchmarkTest00754.java,True,False,FN (False Negative)
BenchmarkTest00755.java,False,True,FP (False Positive)
BenchmarkTest00756.java,True,True,TP (True Positive)
BenchmarkTest00757.java,True,True,TP (True Positive)
BenchmarkTest00758.java,False,False,TN (True Negative)
BenchmarkTest00759.java,True,True,TP (True Positive)
BenchmarkTest00760.java,True,False,FN (False Negative)
BenchmarkTest00761.java,True,True,TP (True Positive)
BenchmarkTest00762.java,True,True,TP (True Positive)
BenchmarkTest00763.java,False,True,FP (False Positive)
BenchmarkTest00764.java,True,True,TP (True Positive)
BenchmarkTest00765.java,True,True,TP (True Positive)
BenchmarkTest00766.java,False,True,FP (False Positive)
BenchmarkTest00767.java,True,True,TP (True Positive)
BenchmarkTest00768.java,True,True,TP (True Positive)
BenchmarkTest00769.java,True,False,FN (False Negative)
BenchmarkTest00770.java,True,True,TP (True Positive)
BenchmarkTest00771.java,True,True,TP (True Positive)
BenchmarkTest00772.java,False,True,FP (False Positive)
BenchmarkTest00773.java,False,True,FP (False Positive)
BenchmarkTest00774.java,False,True,FP (False Positive)
BenchmarkTest00775.java,False,False,TN (True Negative)
BenchmarkTest00776.java,False,False,TN (True Negative)
BenchmarkTest00777.java,False,False,TN (True Negative)
BenchmarkTest00778.java,False,False,TN (True Negative)
BenchmarkTest00779.java,True,True,TP (True Positive)
BenchmarkTest00780.java,False,False,TN (True Negative)
BenchmarkTest00781.java,True,True,TP (True Positive)
BenchmarkTest00782.java,False,False,TN (True Negative)
BenchmarkTest00783.java,True,False,FN (False Negative)
BenchmarkTest00784.java,False,True,FP (False Positive)
BenchmarkTest00785.java,True,False,FN (False Negative)
BenchmarkTest00786.java,False,False,TN (True Negative)
BenchmarkTest00787.java,True,True,TP (True Positive)
BenchmarkTest00788.java,True,True,TP (True Positive)
BenchmarkTest00789.java,True,True,TP (True Positive)
BenchmarkTest00790.java,True,True,TP (True Positive)
BenchmarkTest00791.java,False,False,TN (True Negative)
BenchmarkTest00792.java,False,False,TN (True Negative)
BenchmarkTest00793.java,False,False,TN (True Negative)
BenchmarkTest00794.java,True,True,TP (True Positive)
BenchmarkTest00795.java,False,False,TN (True Negative)
BenchmarkTest00796.java,True,False,FN (False Negative)
BenchmarkTest00797.java,True,False,FN (False Negative)
BenchmarkTest00798.java,False,False,TN (True Negative)
BenchmarkTest00799.java,False,False,TN (True Negative)
BenchmarkTest00800.java,True,True,TP (True Positive)
BenchmarkTest00801.java,True,True,TP (True Positive)
BenchmarkTest00802.java,True,True,TP (True Positive)
BenchmarkTest00803.java,True,True,TP (True Positive)
BenchmarkTest00804.java,True,True,TP (True Positive)
BenchmarkTest00805.java,True,False,FN (False Negative)
BenchmarkTest00806.java,True,False,FN (False Negative)
BenchmarkTest00807.java,True,True,TP (True Positive)
BenchmarkTest00808.java,False,False,TN (True Negative)
BenchmarkTest00809.java,True,True,TP (True Positive)
BenchmarkTest00810.java,True,True,TP (True Positive)
BenchmarkTest00811.java,True,True,TP (True Positive)
BenchmarkTest00812.java,False,True,FP (False Positive)
BenchmarkTest00813.java,False,True,FP (False Positive)
BenchmarkTest00814.java,False,True,FP (False Positive)
BenchmarkTest00815.java,True,True,TP (True Positive)
BenchmarkTest00816.java,True,True,TP (True Positive)
BenchmarkTest00817.java,True,True,TP (True Positive)
BenchmarkTest00818.java,True,True,TP (True Positive)
BenchmarkTest00819.java,True,True,TP (True Positive)
BenchmarkTest00820.java,True,True,TP (True Positive)
BenchmarkTest00821.java,True,True,TP (True Positive)
BenchmarkTest00822.java,True,True,TP (True Positive)
BenchmarkTest00823.java,True,False,FN (False Negative)
BenchmarkTest00824.java,True,False,FN (False Negative)
BenchmarkTest00825.java,True,True,TP (True Positive)
BenchmarkTest00826.java,False,True,FP (False Positive)
BenchmarkTest00827.java,False,False,TN (True Negative)
BenchmarkTest00828.java,False,False,TN (True Negative)
BenchmarkTest00829.java,False,False,TN (True Negative)
BenchmarkTest00830.java,False,False,TN (True Negative)
BenchmarkTest00831.java,False,False,TN (True Negative)
BenchmarkTest00832.java,False,False,TN (True Negative)
BenchmarkTest00833.java,True,True,TP (True Positive)
BenchmarkTest00834.java,True,True,TP (True Positive)
BenchmarkTest00835.java,False,False,TN (True Negative)
BenchmarkTest00836.java,True,True,TP (True Positive)
BenchmarkTest00837.java,False,False,TN (True Negative)
BenchmarkTest00838.java,False,True,FP (False Positive)
BenchmarkTest00839.java,True,True,TP (True Positive)
BenchmarkTest00840.java,True,True,TP (True Positive)
BenchmarkTest00841.java,True,True,TP (True Positive)
BenchmarkTest00842.java,True,False,FN (False Negative)
BenchmarkTest00843.java,True,False,FN (False Negative)
BenchmarkTest00844.java,False,False,TN (True Negative)
BenchmarkTest00845.java,True,True,TP (True Positive)
BenchmarkTest00846.java,True,True,TP (True Positive)
BenchmarkTest00847.java,True,True,TP (True Positive)
BenchmarkTest00848.java,True,True,TP (True Positive)
BenchmarkTest00849.java,True,True,TP (True Positive)
BenchmarkTest00850.java,True,True,TP (True Positive)
BenchmarkTest00851.java,False,True,FP (False Positive)
BenchmarkTest00852.java,False,False,TN (True Negative)
BenchmarkTest00853.java,True,True,TP (True Positive)
BenchmarkTest00854.java,False,False,TN (True Negative)
BenchmarkTest00855.java,True,True,TP (True Positive)
BenchmarkTest00856.java,True,True,TP (True Positive)
BenchmarkTest00857.java,True,True,TP (True Positive)
BenchmarkTest00858.java,False,False,TN (True Negative)
BenchmarkTest00859.java,True,True,TP (True Positive)
BenchmarkTest00860.java,False,False,TN (True Negative)
BenchmarkTest00861.java,False,True,FP (False Positive)
BenchmarkTest00862.java,False,True,FP (False Positive)
BenchmarkTest00863.java,False,True,FP (False Positive)
BenchmarkTest00864.java,False,False,TN (True Negative)
BenchmarkTest00865.java,False,False,TN (True Negative)
BenchmarkTest00866.java,False,True,FP (False Positive)
BenchmarkTest00867.java,False,False,TN (True Negative)
BenchmarkTest00868.java,True,True,TP (True Positive)
BenchmarkTest00869.java,True,True,TP (True Positive)
BenchmarkTest00870.java,True,True,TP (True Positive)
BenchmarkTest00871.java,True,True,TP (True Positive)
BenchmarkTest00872.java,True,True,TP (True Positive)
BenchmarkTest00873.java,False,False,TN (True Negative)
BenchmarkTest00874.java,False,False,TN (True Negative)
BenchmarkTest00875.java,True,False,FN (False Negative)
BenchmarkTest00876.java,True,False,FN (False Negative)
BenchmarkTest00877.java,False,False,TN (True Negative)
BenchmarkTest00878.java,False,False,TN (True Negative)
BenchmarkTest00879.java,False,False,TN (True Negative)
BenchmarkTest00880.java,False,False,TN (True Negative)
BenchmarkTest00881.java,False,False,TN (True Negative)
BenchmarkTest00882.java,False,False,TN (True Negative)
BenchmarkTest00883.java,False,False,TN (True Negative)
BenchmarkTest00884.java,False,False,TN (True Negative)
BenchmarkTest00885.java,False,False,TN (True Negative)
BenchmarkTest00886.java,False,False,TN (True Negative)
BenchmarkTest00887.java,False,False,TN (True Negative)
BenchmarkTest00888.java,False,False,TN (True Negative)
BenchmarkTest00889.java,False,False,TN (True Negative)
BenchmarkTest00890.java,False,False,TN (True Negative)
BenchmarkTest00891.java,False,False,TN (True Negative)
BenchmarkTest00892.java,False,False,TN (True Negative)
BenchmarkTest00893.java,False,False,TN (True Negative)
BenchmarkTest00894.java,False,False,TN (True Negative)
BenchmarkTest00895.java,False,True,FP (False Positive)
BenchmarkTest00896.java,False,True,FP (False Positive)
BenchmarkTest00897.java,False,True,FP (False Positive)
BenchmarkTest00898.java,True,True,TP (True Positive)
BenchmarkTest00899.java,True,True,TP (True Positive)
BenchmarkTest00900.java,True,True,TP (True Positive)
BenchmarkTest00901.java,True,True,TP (True Positive)
BenchmarkTest00902.java,True,True,TP (True Positive)
BenchmarkTest00903.java,True,True,TP (True Positive)
BenchmarkTest00904.java,False,False,TN (True Negative)
BenchmarkTest00905.java,False,True,FP (False Positive)
BenchmarkTest00906.java,False,True,FP (False Positive)
BenchmarkTest00907.java,False,True,FP (False Positive)
BenchmarkTest00908.java,False,True,FP (False Positive)
BenchmarkTest00909.java,False,True,FP (False Positive)
BenchmarkTest00910.java,False,True,FP (False Positive)
BenchmarkTest00911.java,False,False,TN (True Negative)
BenchmarkTest00912.java,False,False,TN (True Negative)
BenchmarkTest00913.java,False,False,TN (True Negative)
BenchmarkTest00914.java,False,False,TN (True Negative)
BenchmarkTest00915.java,False,False,TN (True Negative)
BenchmarkTest00916.java,False,False,TN (True Negative)
BenchmarkTest00917.java,False,False,TN (True Negative)
BenchmarkTest00918.java,False,False,TN (True Negative)
BenchmarkTest00919.java,False,False,TN (True Negative)
BenchmarkTest00920.java,False,False,TN (True Negative)
BenchmarkTest00921.java,False,False,TN (True Negative)
BenchmarkTest00922.java,False,False,TN (True Negative)
BenchmarkTest00923.java,False,False,TN (True Negative)
BenchmarkTest00924.java,False,False,TN (True Negative)
BenchmarkTest00925.java,False,False,TN (True Negative)
BenchmarkTest00926.java,False,False,TN (True Negative)
BenchmarkTest00927.java,False,False,TN (True Negative)
BenchmarkTest00928.java,False,False,TN (True Negative)
BenchmarkTest00929.java,False,False,TN (True Negative)
BenchmarkTest00930.java,False,False,TN (True Negative)
BenchmarkTest00931.java,False,False,TN (True Negative)
BenchmarkTest00932.java,False,False,TN (True Negative)
BenchmarkTest00933.java,False,False,TN (True Negative)
BenchmarkTest00934.java,False,False,TN (True Negative)
BenchmarkTest00935.java,False,False,TN (True Negative)
BenchmarkTest00936.java,False,False,TN (True Negative)
BenchmarkTest00937.java,False,True,FP (False Positive)
BenchmarkTest00938.java,False,True,FP (False Positive)
BenchmarkTest00939.java,False,True,FP (False Positive)
BenchmarkTest00940.java,False,True,FP (False Positive)
BenchmarkTest00941.java,False,False,TN (True Negative)
BenchmarkTest00942.java,False,False,TN (True Negative)
BenchmarkTest00943.java,False,False,TN (True Negative)
BenchmarkTest00944.java,False,False,TN (True Negative)
BenchmarkTest00945.java,True,True,TP (True Positive)
BenchmarkTest00946.java,True,True,TP (True Positive)
BenchmarkTest00947.java,True,True,TP (True Positive)
BenchmarkTest00948.java,False,True,FP (False Positive)
BenchmarkTest00949.java,True,True,TP (True Positive)
BenchmarkTest00950.java,True,True,TP (True Positive)
BenchmarkTest00951.java,False,True,FP (False Positive)
BenchmarkTest00952.java,True,True,TP (True Positive)
BenchmarkTest00953.java,True,True,TP (True Positive)
BenchmarkTest00954.java,False,True,FP (False Positive)
BenchmarkTest00955.java,False,True,FP (False Positive)
BenchmarkTest00956.java,True,True,TP (True Positive)
BenchmarkTest00957.java,False,False,TN (True Negative)
BenchmarkTest00958.java,False,False,TN (True Negative)
BenchmarkTest00959.java,True,True,TP (True Positive)
BenchmarkTest00960.java,True,True,TP (True Positive)
BenchmarkTest00961.java,True,True,TP (True Positive)
BenchmarkTest00962.java,False,False,TN (True Negative)
BenchmarkTest00963.java,True,True,TP (True Positive)
BenchmarkTest00964.java,False,False,TN (True Negative)
BenchmarkTest00965.java,False,False,TN (True Negative)
BenchmarkTest00966.java,False,False,TN (True Negative)
BenchmarkTest00967.java,False,False,TN (True Negative)
BenchmarkTest00968.java,True,True,TP (True Positive)
BenchmarkTest00969.java,False,True,FP (False Positive)
BenchmarkTest00970.java,False,True,FP (False Positive)
BenchmarkTest00971.java,True,True,TP (True Positive)
BenchmarkTest00972.java,True,True,TP (True Positive)
BenchmarkTest00973.java,True,True,TP (True Positive)
BenchmarkTest00974.java,True,True,TP (True Positive)
BenchmarkTest00975.java,True,True,TP (True Positive)
BenchmarkTest00976.java,True,True,TP (True Positive)
BenchmarkTest00977.java,True,True,TP (True Positive)
BenchmarkTest00978.java,False,True,FP (False Positive)
BenchmarkTest00979.java,True,True,TP (True Positive)
BenchmarkTest00980.java,False,True,FP (False Positive)
BenchmarkTest00981.java,True,True,TP (True Positive)
BenchmarkTest00982.java,False,True,FP (False Positive)
BenchmarkTest00983.java,True,True,TP (True Positive)
BenchmarkTest00984.java,False,False,TN (True Negative)
BenchmarkTest00985.java,False,False,TN (True Negative)
BenchmarkTest00986.java,False,False,TN (True Negative)
BenchmarkTest00987.java,False,False,TN (True Negative)
BenchmarkTest00988.java,False,False,TN (True Negative)
BenchmarkTest00989.java,False,False,TN (True Negative)
BenchmarkTest00990.java,False,False,TN (True Negative)
BenchmarkTest00991.java,True,True,TP (True Positive)
BenchmarkTest00992.java,False,True,FP (False Positive)
BenchmarkTest00993.java,False,True,FP (False Positive)
BenchmarkTest00994.java,True,True,TP (True Positive)
BenchmarkTest00995.java,True,True,TP (True Positive)
BenchmarkTest00996.java,True,True,TP (True Positive)
BenchmarkTest00997.java,True,True,TP (True Positive)
BenchmarkTest00998.java,True,True,TP (True Positive)
BenchmarkTest00999.java,False,True,FP (False Positive)
BenchmarkTest01000.java,True,True,TP (True Positive)
BenchmarkTest01001.java,False,True,FP (False Positive)
BenchmarkTest01002.java,True,True,TP (True Positive)
BenchmarkTest01003.java,True,True,TP (True Positive)
BenchmarkTest01004.java,True,True,TP (True Positive)
BenchmarkTest01005.java,True,True,TP (True Positive)
BenchmarkTest01006.java,True,True,TP (True Positive)
BenchmarkTest01007.java,True,True,TP (True Positive)
BenchmarkTest01008.java,True,True,TP (True Positive)
BenchmarkTest01009.java,True,True,TP (True Positive)
BenchmarkTest01010.java,False,True,FP (False Positive)
BenchmarkTest01011.java,True,True,TP (True Positive)
BenchmarkTest01012.java,False,True,FP (False Positive)
BenchmarkTest01013.java,False,True,FP (False Positive)
BenchmarkTest01014.java,False,True,FP (False Positive)
BenchmarkTest01015.java,True,True,TP (True Positive)
BenchmarkTest01016.java,True,True,TP (True Positive)
BenchmarkTest01017.java,True,True,TP (True Positive)
BenchmarkTest01018.java,True,True,TP (True Positive)
BenchmarkTest01019.java,False,False,TN (True Negative)
BenchmarkTest01020.java,True,True,TP (True Positive)
BenchmarkTest01021.java,False,False,TN (True Negative)
BenchmarkTest01022.java,False,False,TN (True Negative)
BenchmarkTest01023.java,True,True,TP (True Positive)
BenchmarkTest01024.java,False,True,FP (False Positive)
BenchmarkTest01025.java,True,True,TP (True Positive)
BenchmarkTest01026.java,False,True,FP (False Positive)
BenchmarkTest01027.java,False,True,FP (False Positive)
BenchmarkTest01028.java,False,True,FP (False Positive)
BenchmarkTest01029.java,True,True,TP (True Positive)
BenchmarkTest01030.java,False,True,FP (False Positive)
BenchmarkTest01031.java,False,True,FP (False Positive)
BenchmarkTest01032.java,True,True,TP (True Positive)
BenchmarkTest01033.java,True,True,TP (True Positive)
BenchmarkTest01034.java,True,True,TP (True Positive)
BenchmarkTest01035.java,False,True,FP (False Positive)
BenchmarkTest01036.java,False,False,TN (True Negative)
BenchmarkTest01037.java,False,False,TN (True Negative)
BenchmarkTest01038.java,True,True,TP (True Positive)
BenchmarkTest01039.java,False,False,TN (True Negative)
BenchmarkTest01040.java,False,False,TN (True Negative)
BenchmarkTest01041.java,True,False,FN (False Negative)
BenchmarkTest01042.java,True,False,FN (False Negative)
BenchmarkTest01043.java,True,False,FN (False Negative)
BenchmarkTest01044.java,True,False,FN (False Negative)
BenchmarkTest01045.java,False,False,TN (True Negative)
BenchmarkTest01046.java,True,True,TP (True Positive)
BenchmarkTest01047.java,True,True,TP (True Positive)
BenchmarkTest01048.java,False,True,FP (False Positive)
BenchmarkTest01049.java,True,True,TP (True Positive)
BenchmarkTest01050.java,True,True,TP (True Positive)
BenchmarkTest01051.java,False,True,FP (False Positive)
BenchmarkTest01052.java,False,True,FP (False Positive)
BenchmarkTest01053.java,False,True,FP (False Positive)
BenchmarkTest01054.java,False,True,FP (False Positive)
BenchmarkTest01055.java,True,True,TP (True Positive)
BenchmarkTest01056.java,True,True,TP (True Positive)
BenchmarkTest01057.java,True,True,TP (True Positive)
BenchmarkTest01058.java,True,True,TP (True Positive)
BenchmarkTest01059.java,True,True,TP (True Positive)
BenchmarkTest01060.java,True,True,TP (True Positive)
BenchmarkTest01061.java,True,True,TP (True Positive)
BenchmarkTest01062.java,False,False,TN (True Negative)
BenchmarkTest01063.java,True,True,TP (True Positive)
BenchmarkTest01064.java,True,True,TP (True Positive)
BenchmarkTest01065.java,False,True,FP (False Positive)
BenchmarkTest01066.java,True,True,TP (True Positive)
BenchmarkTest01067.java,False,True,FP (False Positive)
BenchmarkTest01068.java,False,True,FP (False Positive)
BenchmarkTest01069.java,False,False,TN (True Negative)
BenchmarkTest01070.java,False,False,TN (True Negative)
BenchmarkTest01071.java,False,False,TN (True Negative)
BenchmarkTest01072.java,False,False,TN (True Negative)
BenchmarkTest01073.java,False,False,TN (True Negative)
